time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;3.052e-08;7.979e-01;-1.960e-08;1.051e+00;1.055e+00;8.005e-01;1.134e-01;1.044e+00;7.500e-01;3.131e-09;1.000e+01;1.039e+00;5.000e+01;5.000e+01
0.000279000;1.044e+00;8.285e-01;-1.049e-03;7.932e-01;-1.004e-03;1.051e+00;1.055e+00;7.961e-01;1.111e-01;1.044e+00;7.456e-01;-9.440e-04;1.000e+01;1.039e+00;4.978e+01;4.978e+01
0.000394000;1.045e+00;8.263e-01;-1.470e-03;7.911e-01;-1.407e-03;1.051e+00;1.055e+00;7.941e-01;1.102e-01;1.045e+00;7.437e-01;-1.323e-03;1.000e+01;1.039e+00;4.970e+01;4.970e+01
0.000807000;1.045e+00;8.181e-01;-2.849e-03;7.831e-01;-2.727e-03;1.051e+00;1.055e+00;7.865e-01;1.068e-01;1.045e+00;7.363e-01;-2.564e-03;1.000e+01;1.039e+00;4.945e+01;4.945e+01
0.000910000;1.045e+00;8.160e-01;-3.158e-03;7.810e-01;-3.022e-03;1.051e+00;1.055e+00;7.845e-01;1.060e-01;1.045e+00;7.344e-01;-2.842e-03;1.000e+01;1.039e+00;4.940e+01;4.940e+01
0.001014000;1.045e+00;8.139e-01;-3.451e-03;7.789e-01;-3.303e-03;1.051e+00;1.054e+00;7.825e-01;1.051e-01;1.045e+00;7.325e-01;-3.106e-03;1.000e+01;1.039e+00;4.935e+01;4.935e+01
0.001117000;1.045e+00;8.118e-01;-3.727e-03;7.768e-01;-3.566e-03;1.051e+00;1.054e+00;7.805e-01;1.043e-01;1.045e+00;7.306e-01;-3.354e-03;1.000e+01;1.039e+00;4.931e+01;4.931e+01
0.001220000;1.045e+00;8.096e-01;-3.987e-03;7.747e-01;-3.815e-03;1.050e+00;1.054e+00;7.785e-01;1.035e-01;1.045e+00;7.287e-01;-3.588e-03;1.000e+01;1.039e+00;4.927e+01;4.927e+01
0.001427000;1.045e+00;8.054e-01;-4.453e-03;7.705e-01;-4.261e-03;1.050e+00;1.054e+00;7.745e-01;1.020e-01;1.045e+00;7.249e-01;-4.008e-03;1.000e+01;1.039e+00;4.920e+01;4.920e+01
0.001530000;1.045e+00;8.033e-01;-4.661e-03;7.684e-01;-4.459e-03;1.050e+00;1.055e+00;7.725e-01;1.013e-01;1.045e+00;7.230e-01;-4.195e-03;1.000e+01;1.039e+00;4.917e+01;4.917e+01
0.001634000;1.045e+00;8.012e-01;-4.850e-03;7.664e-01;-4.639e-03;1.050e+00;1.055e+00;7.705e-01;1.005e-01;1.045e+00;7.211e-01;-4.365e-03;1.000e+01;1.039e+00;4.915e+01;4.915e+01
0.001737000;1.046e+00;7.991e-01;-5.022e-03;7.643e-01;-4.803e-03;1.051e+00;1.055e+00;7.685e-01;9.986e-02;1.046e+00;7.192e-01;-4.520e-03;1.000e+01;1.039e+00;4.913e+01;4.913e+01
0.002047000;1.046e+00;7.931e-01;-5.434e-03;7.583e-01;-5.196e-03;1.051e+00;1.055e+00;7.627e-01;9.792e-02;1.046e+00;7.138e-01;-4.891e-03;1.000e+01;1.039e+00;4.908e+01;4.908e+01
0.002254000;1.046e+00;7.893e-01;-5.626e-03;7.545e-01;-5.377e-03;1.051e+00;1.055e+00;7.590e-01;9.675e-02;1.046e+00;7.103e-01;-5.063e-03;1.000e+01;1.039e+00;4.907e+01;4.907e+01
0.002357000;1.046e+00;7.874e-01;-5.696e-03;7.526e-01;-5.444e-03;1.051e+00;1.055e+00;7.571e-01;9.621e-02;1.046e+00;7.087e-01;-5.126e-03;1.000e+01;1.039e+00;4.906e+01;4.906e+01
0.002460000;1.046e+00;7.856e-01;-5.750e-03;7.508e-01;-5.495e-03;1.051e+00;1.055e+00;7.554e-01;9.569e-02;1.046e+00;7.070e-01;-5.175e-03;1.000e+01;1.039e+00;4.906e+01;4.906e+01
0.002564000;1.047e+00;7.838e-01;-5.790e-03;7.490e-01;-5.533e-03;1.051e+00;1.055e+00;7.536e-01;9.520e-02;1.047e+00;7.054e-01;-5.211e-03;1.000e+01;1.039e+00;4.906e+01;4.906e+01
0.002770000;1.047e+00;7.804e-01;-5.824e-03;7.456e-01;-5.564e-03;1.051e+00;1.055e+00;7.503e-01;9.429e-02;1.047e+00;7.024e-01;-5.242e-03;1.000e+01;1.039e+00;4.907e+01;4.907e+01
0.002977000;1.047e+00;7.772e-01;-5.802e-03;7.423e-01;-5.542e-03;1.051e+00;1.055e+00;7.471e-01;9.349e-02;1.047e+00;6.995e-01;-5.222e-03;1.000e+01;1.039e+00;4.908e+01;4.908e+01
0.003080000;1.047e+00;7.757e-01;-5.772e-03;7.408e-01;-5.512e-03;1.052e+00;1.055e+00;7.456e-01;9.313e-02;1.047e+00;6.981e-01;-5.195e-03;1.000e+01;1.039e+00;4.909e+01;4.909e+01
0.003183000;1.047e+00;7.742e-01;-5.729e-03;7.393e-01;-5.470e-03;1.052e+00;1.056e+00;7.442e-01;9.279e-02;1.047e+00;6.968e-01;-5.156e-03;1.000e+01;1.039e+00;4.911e+01;4.911e+01
0.003287000;1.047e+00;7.728e-01;-5.674e-03;7.378e-01;-5.418e-03;1.052e+00;1.056e+00;7.427e-01;9.248e-02;1.047e+00;6.955e-01;-5.107e-03;1.000e+01;1.039e+00;4.912e+01;4.912e+01
0.003390000;1.048e+00;7.714e-01;-5.608e-03;7.365e-01;-5.353e-03;1.052e+00;1.056e+00;7.414e-01;9.219e-02;1.048e+00;6.943e-01;-5.047e-03;1.000e+01;1.039e+00;4.914e+01;4.914e+01
0.003493000;1.048e+00;7.701e-01;-5.531e-03;7.351e-01;-5.280e-03;1.052e+00;1.056e+00;7.401e-01;9.192e-02;1.048e+00;6.931e-01;-4.978e-03;1.000e+01;1.039e+00;4.915e+01;4.915e+01
0.003597000;1.048e+00;7.689e-01;-5.444e-03;7.338e-01;-5.196e-03;1.052e+00;1.056e+00;7.388e-01;9.168e-02;1.048e+00;6.920e-01;-4.900e-03;1.000e+01;1.039e+00;4.917e+01;4.917e+01
0.003700000;1.048e+00;7.677e-01;-5.348e-03;7.326e-01;-5.103e-03;1.052e+00;1.056e+00;7.376e-01;9.146e-02;1.048e+00;6.909e-01;-4.813e-03;1.000e+01;1.039e+00;4.919e+01;4.919e+01
0.003803000;1.048e+00;7.666e-01;-5.243e-03;7.315e-01;-5.003e-03;1.053e+00;1.056e+00;7.365e-01;9.127e-02;1.048e+00;6.899e-01;-4.719e-03;1.000e+01;1.039e+00;4.921e+01;4.921e+01
0.004010000;1.048e+00;7.645e-01;-5.008e-03;7.293e-01;-4.777e-03;1.053e+00;1.056e+00;7.343e-01;9.094e-02;1.048e+00;6.880e-01;-4.507e-03;1.000e+01;1.039e+00;4.925e+01;4.925e+01
0.004113000;1.048e+00;7.635e-01;-4.880e-03;7.283e-01;-4.655e-03;1.053e+00;1.057e+00;7.333e-01;9.081e-02;1.048e+00;6.871e-01;-4.392e-03;1.000e+01;1.039e+00;4.927e+01;4.927e+01
0.004217000;1.048e+00;7.626e-01;-4.744e-03;7.273e-01;-4.525e-03;1.053e+00;1.057e+00;7.324e-01;9.069e-02;1.048e+00;6.863e-01;-4.270e-03;1.000e+01;1.039e+00;4.929e+01;4.929e+01
0.004320000;1.049e+00;7.617e-01;-4.603e-03;7.264e-01;-4.390e-03;1.053e+00;1.057e+00;7.315e-01;9.060e-02;1.049e+00;6.855e-01;-4.143e-03;1.000e+01;1.039e+00;4.931e+01;4.931e+01
