time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent
0.000000000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.490e-02;7.979e-01
0.000001000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.490e-02;7.979e-01
0.000002000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.490e-02;7.979e-01
0.000004000;1.044e+00;8.333e-01;-4.148e-07;7.979e-01;-3.972e-07;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.490e-02;7.979e-01
0.000008000;1.044e+00;8.333e-01;-1.750e-07;7.979e-01;-1.675e-07;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.489e-02;7.979e-01
0.000016000;1.044e+00;8.333e-01;-1.282e-06;7.979e-01;-1.227e-06;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.489e-02;7.979e-01
0.000032000;1.044e+00;8.333e-01;-3.150e-06;7.979e-01;-3.016e-06;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.489e-02;7.979e-01
0.000064000;1.044e+00;8.333e-01;-5.472e-06;7.979e-01;-5.239e-06;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.489e-02;7.979e-01
0.000128000;1.044e+00;8.333e-01;-9.769e-06;7.979e-01;-9.353e-06;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.489e-02;7.979e-01
0.000256000;1.044e+00;8.333e-01;-1.947e-05;7.979e-01;-1.864e-05;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.487e-02;7.979e-01
0.000512000;1.044e+00;8.333e-01;-3.998e-05;7.979e-01;-3.828e-05;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.486e-02;7.979e-01
0.001024000;1.044e+00;8.333e-01;-7.816e-05;7.979e-01;-7.484e-05;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.482e-02;7.979e-01
0.002048000;1.044e+00;8.333e-01;-1.490e-04;7.979e-01;-1.427e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.475e-02;7.979e-01
0.004096000;1.044e+00;8.332e-01;-2.720e-04;7.979e-01;-2.604e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.463e-02;7.979e-01
0.006144000;1.044e+00;8.332e-01;-3.707e-04;7.979e-01;-3.550e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.454e-02;7.979e-01
0.008192000;1.044e+00;8.332e-01;-4.490e-04;7.979e-01;-4.299e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.447e-02;7.979e-01
0.010240000;1.044e+00;8.332e-01;-5.109e-04;7.979e-01;-4.892e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.977e-01;-1.441e-02;7.979e-01
0.012288000;1.044e+00;8.332e-01;-5.572e-04;7.979e-01;-5.336e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.978e-01;-1.436e-02;7.979e-01
0.014336000;1.044e+00;8.332e-01;-5.945e-04;7.979e-01;-5.693e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.978e-01;-1.433e-02;7.979e-01
0.016384000;1.044e+00;8.332e-01;-6.212e-04;7.979e-01;-5.949e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.978e-01;-1.430e-02;7.979e-01
0.020480000;1.044e+00;8.332e-01;-6.585e-04;7.979e-01;-6.307e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.978e-01;-1.427e-02;7.979e-01
0.024576000;1.044e+00;8.332e-01;-6.788e-04;7.979e-01;-6.501e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.978e-01;-1.425e-02;7.979e-01
0.028672000;1.044e+00;8.332e-01;-6.870e-04;7.980e-01;-6.579e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.978e-01;-1.424e-02;7.980e-01
0.032768000;1.044e+00;8.332e-01;-6.907e-04;7.980e-01;-6.615e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.978e-01;-1.424e-02;7.980e-01
0.036864000;1.044e+00;8.332e-01;-6.895e-04;7.980e-01;-6.603e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.979e-01;-1.424e-02;7.980e-01
0.040960000;1.044e+00;8.332e-01;-6.889e-04;7.980e-01;-6.597e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.979e-01;-1.424e-02;7.980e-01
0.049152000;1.044e+00;8.333e-01;-6.885e-04;7.980e-01;-6.593e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.979e-01;-1.425e-02;7.980e-01
0.057344000;1.044e+00;8.333e-01;-6.880e-04;7.981e-01;-6.589e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.979e-01;-1.425e-02;7.981e-01
0.065536000;1.044e+00;8.333e-01;-6.882e-04;7.981e-01;-6.591e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.979e-01;-1.425e-02;7.981e-01
0.075536000;1.044e+00;8.333e-01;-6.916e-04;7.981e-01;-6.624e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.979e-01;-1.425e-02;7.981e-01
0.085536000;1.044e+00;8.333e-01;-6.961e-04;7.981e-01;-6.667e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.424e-02;7.981e-01
0.095536000;1.044e+00;8.333e-01;-7.002e-04;7.981e-01;-6.706e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.424e-02;7.981e-01
0.105536000;1.044e+00;8.333e-01;-7.049e-04;7.981e-01;-6.751e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.423e-02;7.981e-01
0.115536000;1.044e+00;8.333e-01;-7.086e-04;7.981e-01;-6.786e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.423e-02;7.981e-01
0.125536000;1.044e+00;8.333e-01;-7.137e-04;7.981e-01;-6.835e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.422e-02;7.981e-01
0.135536000;1.044e+00;8.333e-01;-7.168e-04;7.981e-01;-6.865e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.422e-02;7.981e-01
0.145536000;1.044e+00;8.333e-01;-7.215e-04;7.981e-01;-6.910e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.422e-02;7.981e-01
0.155536000;1.044e+00;8.333e-01;-7.255e-04;7.981e-01;-6.948e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.421e-02;7.981e-01
0.165536000;1.044e+00;8.333e-01;-7.305e-04;7.981e-01;-6.997e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.421e-02;7.981e-01
0.175536000;1.044e+00;8.333e-01;-7.337e-04;7.981e-01;-7.027e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.421e-02;7.981e-01
0.185536000;1.044e+00;8.333e-01;-7.388e-04;7.981e-01;-7.075e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.420e-02;7.981e-01
0.195536000;1.044e+00;8.333e-01;-7.427e-04;7.981e-01;-7.113e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.420e-02;7.981e-01
0.205536000;1.044e+00;8.333e-01;-7.467e-04;7.981e-01;-7.151e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.419e-02;7.981e-01
0.215536000;1.044e+00;8.333e-01;-7.517e-04;7.981e-01;-7.199e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.419e-02;7.981e-01
0.225536000;1.044e+00;8.333e-01;-7.562e-04;7.981e-01;-7.243e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.418e-02;7.981e-01
0.235536000;1.044e+00;8.333e-01;-7.594e-04;7.981e-01;-7.273e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.418e-02;7.981e-01
0.245536000;1.044e+00;8.333e-01;-7.645e-04;7.981e-01;-7.322e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.418e-02;7.981e-01
0.255536000;1.044e+00;8.333e-01;-7.684e-04;7.981e-01;-7.360e-04;1.045e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.417e-02;7.981e-01
0.265536000;1.044e+00;8.333e-01;-7.724e-04;7.981e-01;-7.397e-04;1.044e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.417e-02;7.981e-01
0.275536000;1.044e+00;8.333e-01;-7.763e-04;7.981e-01;-7.435e-04;1.044e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.417e-02;7.981e-01
0.285536000;1.044e+00;8.333e-01;-7.814e-04;7.981e-01;-7.483e-04;1.044e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.416e-02;7.981e-01
0.295536000;1.044e+00;8.333e-01;-7.845e-04;7.981e-01;-7.514e-04;1.044e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.416e-02;7.981e-01
0.305536000;1.044e+00;8.333e-01;-7.885e-04;7.981e-01;-7.552e-04;1.044e+00;1.000e+01;8.335e-01;1.401e-02;7.980e-01;-1.415e-02;7.981e-01
