time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.348e-01;-3.665e-01;7.993e-01;-3.509e-01;9.338e-01;1.036e+00;8.164e-01;-3.300e-01;1.044e+00;7.513e-01;-3.299e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.026881000;1.044e+00;8.334e-01;-3.665e-01;7.979e-01;-3.509e-01;9.338e-01;1.036e+00;8.151e-01;-3.300e-01;1.044e+00;7.501e-01;-3.298e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.036834000;1.044e+00;8.331e-01;-3.665e-01;7.976e-01;-3.509e-01;9.338e-01;1.036e+00;8.147e-01;-3.300e-01;1.044e+00;7.498e-01;-3.298e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.039088000;1.044e+00;8.330e-01;-3.665e-01;7.976e-01;-3.509e-01;9.338e-01;1.036e+00;8.147e-01;-3.300e-01;1.044e+00;7.497e-01;-3.298e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.044720000;1.044e+00;8.330e-01;-3.665e-01;7.975e-01;-3.509e-01;9.338e-01;1.036e+00;8.147e-01;-3.300e-01;1.044e+00;7.497e-01;-3.298e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.058089000;1.044e+00;8.331e-01;-3.665e-01;7.976e-01;-3.509e-01;9.338e-01;1.036e+00;8.147e-01;-3.300e-01;1.044e+00;7.497e-01;-3.298e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.062222000;1.044e+00;8.331e-01;-3.665e-01;7.976e-01;-3.509e-01;9.338e-01;1.036e+00;8.148e-01;-3.300e-01;1.044e+00;7.498e-01;-3.298e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.062224000;1.044e+00;8.331e-01;-3.664e-01;7.976e-01;-3.509e-01;9.338e-01;1.036e+00;8.148e-01;-3.300e-01;1.044e+00;7.498e-01;-3.298e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.062236000;1.044e+00;8.331e-01;-3.664e-01;7.976e-01;-3.508e-01;9.338e-01;1.036e+00;8.148e-01;-3.300e-01;1.044e+00;7.498e-01;-3.298e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.062252000;1.044e+00;8.331e-01;-3.664e-01;7.976e-01;-3.508e-01;9.338e-01;1.036e+00;8.148e-01;-3.299e-01;1.044e+00;7.498e-01;-3.297e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.062284000;1.044e+00;8.331e-01;-3.663e-01;7.976e-01;-3.507e-01;9.339e-01;1.036e+00;8.148e-01;-3.298e-01;1.044e+00;7.498e-01;-3.297e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.062988000;1.044e+00;8.331e-01;-3.645e-01;7.977e-01;-3.490e-01;9.344e-01;1.036e+00;8.148e-01;-3.281e-01;1.044e+00;7.498e-01;-3.280e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.063500000;1.044e+00;8.332e-01;-3.632e-01;7.977e-01;-3.477e-01;9.348e-01;1.036e+00;8.148e-01;-3.269e-01;1.044e+00;7.499e-01;-3.269e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.064012000;1.044e+00;8.332e-01;-3.619e-01;7.977e-01;-3.465e-01;9.353e-01;1.037e+00;8.148e-01;-3.256e-01;1.044e+00;7.499e-01;-3.257e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.069132000;1.044e+00;8.335e-01;-3.506e-01;7.980e-01;-3.356e-01;9.389e-01;1.037e+00;8.148e-01;-3.148e-01;1.044e+00;7.501e-01;-3.155e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.069644000;1.044e+00;8.335e-01;-3.497e-01;7.980e-01;-3.348e-01;9.392e-01;1.037e+00;8.148e-01;-3.139e-01;1.044e+00;7.501e-01;-3.147e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.070156000;1.044e+00;8.335e-01;-3.488e-01;7.980e-01;-3.340e-01;9.394e-01;1.037e+00;8.148e-01;-3.131e-01;1.044e+00;7.502e-01;-3.139e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.072204000;1.044e+00;8.336e-01;-3.459e-01;7.981e-01;-3.312e-01;9.404e-01;1.037e+00;8.148e-01;-3.103e-01;1.044e+00;7.502e-01;-3.113e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.075276000;1.044e+00;8.336e-01;-3.428e-01;7.981e-01;-3.282e-01;9.414e-01;1.037e+00;8.148e-01;-3.073e-01;1.044e+00;7.503e-01;-3.085e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.075973000;1.044e+00;8.336e-01;-3.422e-01;7.981e-01;-3.276e-01;9.415e-01;1.037e+00;8.148e-01;-3.068e-01;1.044e+00;7.503e-01;-3.080e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
0.076485000;1.044e+00;8.336e-01;-3.418e-01;7.982e-01;-3.273e-01;9.417e-01;1.037e+00;8.148e-01;-3.064e-01;1.044e+00;7.503e-01;-3.077e-01;1.000e+01;1.035e+00;5.000e+01;5.000e+01
