time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_VoltageInjTerminal;Wind_Turbine_GEN_ActiveCurrentInjTerminal;Wind_Turbine_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.038e+00;4.968e-01;-1.993e-02;4.786e-01;-1.919e-02;1.032e+00;1.045e+00;4.894e-01;5.589e-03;1.038e+00;4.471e-01;-1.793e-02;1.000e+01;5.000e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000239;1.038e+00;4.966e-01;-2.101e-02;4.785e-01;-2.024e-02;1.032e+00;1.045e+00;4.894e-01;4.555e-03;1.038e+00;4.470e-01;-1.891e-02;1.000e+01;5.000e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000254;1.038e+00;4.966e-01;-2.107e-02;4.785e-01;-2.030e-02;1.031e+00;1.045e+00;4.894e-01;4.494e-03;1.038e+00;4.469e-01;-1.896e-02;1.000e+01;5.000e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000457;1.038e+00;4.964e-01;-2.193e-02;4.785e-01;-2.114e-02;1.031e+00;1.045e+00;4.894e-01;3.666e-03;1.038e+00;4.468e-01;-1.974e-02;1.000e+01;5.000e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000461;1.038e+00;4.964e-01;-2.195e-02;4.785e-01;-2.116e-02;1.031e+00;1.044e+00;4.894e-01;3.650e-03;1.038e+00;4.468e-01;-1.976e-02;1.000e+01;5.000e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000485;1.038e+00;4.964e-01;-2.205e-02;4.785e-01;-2.125e-02;1.031e+00;1.044e+00;4.894e-01;3.555e-03;1.038e+00;4.468e-01;-1.985e-02;1.000e+01;5.000e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000501;1.037e+00;4.964e-01;-2.212e-02;4.785e-01;-2.132e-02;1.031e+00;1.044e+00;4.894e-01;3.493e-03;1.037e+00;4.468e-01;-1.990e-02;1.000e+01;5.000e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000629;1.037e+00;4.963e-01;-2.263e-02;4.785e-01;-2.182e-02;1.031e+00;1.044e+00;4.894e-01;2.999e-03;1.037e+00;4.467e-01;-2.037e-02;1.000e+01;5.000e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000645;1.037e+00;4.963e-01;-2.269e-02;4.785e-01;-2.188e-02;1.030e+00;1.044e+00;4.894e-01;2.938e-03;1.037e+00;4.467e-01;-2.042e-02;1.000e+01;5.000e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.001064;1.037e+00;4.960e-01;-2.425e-02;4.784e-01;-2.339e-02;1.030e+00;1.044e+00;4.894e-01;1.449e-03;1.037e+00;4.464e-01;-2.182e-02;1.000e+01;5.000e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
