time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;-1.111e-06;7.979e-01;-1.063e-06;1.044e+00;7.500e-01;-1.001e-06;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;-1.490e-02;5.000e+01
0.000015000;1.044e+00;8.331e-01;-5.111e-05;7.977e-01;-4.894e-05;1.044e+00;7.498e-01;-4.600e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;3.992e-01;-1.509e-02;5.000e+01
0.000332000;1.044e+00;8.258e-01;-1.484e-03;7.907e-01;-1.421e-03;1.044e+00;7.432e-01;-1.336e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;4.334e-01;-2.214e-02;5.000e+01
0.000389000;1.044e+00;8.245e-01;-1.726e-03;7.893e-01;-1.652e-03;1.044e+00;7.420e-01;-1.553e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;4.399e-01;-2.347e-02;5.000e+01
0.000446000;1.045e+00;8.231e-01;-1.959e-03;7.880e-01;-1.875e-03;1.045e+00;7.408e-01;-1.763e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;4.465e-01;-2.482e-02;5.000e+01
0.000618000;1.045e+00;8.189e-01;-2.623e-03;7.839e-01;-2.511e-03;1.045e+00;7.370e-01;-2.361e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;4.665e-01;-2.888e-02;5.000e+01
0.000903000;1.045e+00;8.118e-01;-3.592e-03;7.770e-01;-3.438e-03;1.045e+00;7.306e-01;-3.233e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.006e-01;-3.554e-02;5.000e+01
0.001177000;1.045e+00;8.050e-01;-4.346e-03;7.703e-01;-4.158e-03;1.045e+00;7.245e-01;-3.911e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.336e-01;-4.153e-02;5.000e+01
0.001280000;1.045e+00;8.025e-01;-4.583e-03;7.678e-01;-4.385e-03;1.045e+00;7.222e-01;-4.125e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.458e-01;-4.363e-02;5.000e+01
0.001383000;1.045e+00;8.000e-01;-4.796e-03;7.654e-01;-4.588e-03;1.045e+00;7.200e-01;-4.316e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.579e-01;-4.562e-02;5.000e+01
0.001486000;1.045e+00;7.975e-01;-4.984e-03;7.629e-01;-4.768e-03;1.045e+00;7.178e-01;-4.486e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.699e-01;-4.752e-02;5.000e+01
0.001588000;1.046e+00;7.951e-01;-5.148e-03;7.605e-01;-4.924e-03;1.046e+00;7.156e-01;-4.633e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.817e-01;-4.930e-02;5.000e+01
0.001691000;1.046e+00;7.928e-01;-5.288e-03;7.582e-01;-5.057e-03;1.046e+00;7.135e-01;-4.759e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.933e-01;-5.096e-02;5.000e+01
0.001794000;1.046e+00;7.905e-01;-5.404e-03;7.559e-01;-5.168e-03;1.046e+00;7.114e-01;-4.864e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.047e-01;-5.250e-02;5.000e+01
0.001897000;1.046e+00;7.882e-01;-5.498e-03;7.536e-01;-5.256e-03;1.046e+00;7.094e-01;-4.948e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.158e-01;-5.391e-02;5.000e+01
