time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent
0.000000000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01;9.043e-01
0.000001000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01;9.043e-01
0.000002000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01;9.043e-01
0.000004000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01;9.043e-01
0.000008000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01;9.043e-01
0.000016000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01;9.042e-01
0.000032000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01;9.042e-01
0.000064000;1.044e+00;8.334e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.102e-01;9.042e-01
0.000128000;1.045e+00;8.334e-01;-4.443e-01;7.979e-01;-4.254e-01;1.035e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.102e-01;9.042e-01
0.000256000;1.045e+00;8.334e-01;-4.442e-01;7.979e-01;-4.252e-01;1.035e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.100e-01;9.041e-01
0.000512000;1.045e+00;8.335e-01;-4.439e-01;7.979e-01;-4.249e-01;1.035e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.097e-01;9.040e-01
0.001024000;1.045e+00;8.337e-01;-4.434e-01;7.979e-01;-4.244e-01;1.035e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.091e-01;9.037e-01
0.002048000;1.045e+00;8.341e-01;-4.425e-01;7.979e-01;-4.233e-01;1.035e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.080e-01;9.032e-01
0.004096000;1.046e+00;8.348e-01;-4.408e-01;7.979e-01;-4.214e-01;1.036e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.058e-01;4.061e-01;9.024e-01
0.006144000;1.047e+00;8.353e-01;-4.395e-01;7.979e-01;-4.198e-01;1.037e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.057e-01;4.046e-01;9.016e-01
0.010240000;1.048e+00;8.359e-01;-4.374e-01;7.978e-01;-4.175e-01;1.038e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.056e-01;4.023e-01;9.005e-01
0.014336000;1.048e+00;8.362e-01;-4.361e-01;7.977e-01;-4.160e-01;1.039e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.054e-01;4.008e-01;8.996e-01
0.018432000;1.049e+00;8.363e-01;-4.354e-01;7.974e-01;-4.151e-01;1.039e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.051e-01;4.000e-01;8.990e-01
0.022528000;1.049e+00;8.361e-01;-4.349e-01;7.971e-01;-4.146e-01;1.039e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.048e-01;3.995e-01;8.985e-01
0.026624000;1.049e+00;8.359e-01;-4.347e-01;7.967e-01;-4.144e-01;1.039e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.044e-01;3.993e-01;8.980e-01
0.030720000;1.049e+00;8.356e-01;-4.346e-01;7.964e-01;-4.143e-01;1.039e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.041e-01;3.992e-01;8.977e-01
0.034816000;1.049e+00;8.353e-01;-4.346e-01;7.961e-01;-4.142e-01;1.040e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.038e-01;3.991e-01;8.974e-01
0.043008000;1.049e+00;8.347e-01;-4.346e-01;7.955e-01;-4.142e-01;1.040e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.032e-01;3.991e-01;8.969e-01
0.051200000;1.049e+00;8.343e-01;-4.346e-01;7.951e-01;-4.142e-01;1.040e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.028e-01;3.992e-01;8.965e-01
0.061200000;1.049e+00;8.339e-01;-4.346e-01;7.947e-01;-4.142e-01;1.040e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.024e-01;3.992e-01;8.962e-01
0.071200000;1.049e+00;8.337e-01;-4.346e-01;7.945e-01;-4.142e-01;1.040e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.021e-01;3.992e-01;8.960e-01
0.081200000;1.049e+00;8.336e-01;-4.346e-01;7.943e-01;-4.141e-01;1.040e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.020e-01;3.991e-01;8.958e-01
0.091200000;1.049e+00;8.335e-01;-4.345e-01;7.942e-01;-4.140e-01;1.040e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.019e-01;3.990e-01;8.957e-01
0.101200000;1.049e+00;8.335e-01;-4.344e-01;7.942e-01;-4.139e-01;1.040e+00;1.000e+01;8.336e-01;-4.245e-01;-4.245e-01;8.018e-01;3.990e-01;8.956e-01
