time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;NetworkFrequencyPu
0.000000000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.000001000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.000002000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.000004000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.000008000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.000016000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.000032000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.000064000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.000128000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.000256000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.000512000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.001024000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.002048000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.004096000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.008192000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.016384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.026384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.036384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.046384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.056384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.066384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.076384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.086384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.096384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.106384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.116384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.126384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.136384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.146384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.156384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.166384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.176384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.186384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.196384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.206384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.216384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.226384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.236384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.246384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.256384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.266384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.276384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.286384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.296384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.306384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.316384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.326384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.336384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.346384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.356384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.366384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.376384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.386384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.396384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.406384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.416384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.426384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.436384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.446384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.456384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.466384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.476384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.486384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.496384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.506384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.516384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.526384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.536384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.546384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.556384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.566384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.576384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.586384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.596384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.606384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.616384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.626384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.636384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.646384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.656384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.666384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.676384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.686384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.696384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.706384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.716384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.726384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.736384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.746384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.756384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.766384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
0.776384000;9.922e-01;4.167e-01;-4.444e-01;4.199e-01;-4.479e-01;9.814e-01;1.000e+00;1.000e+01;4.168e-01;-4.352e-01;-4.352e-01;1.000e+00
