time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActivePower;Wind_Turbine_GEN_InjectedReactivePower;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_ActivePowerPu;Wind_Turbine_GEN_ReactivePowerPu;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
91.525996;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
92.525996;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
93.525996;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
94.525996;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
95.525996;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
96.525996;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
97.525996;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
98.525996;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
99.525996;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
99.99998;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
99.99998;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
99.99998;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
99.99998;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
99.99998;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
99.99998;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
99.99998;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
99.999981;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
99.999981;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
99.999983;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
99.999985;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
99.99999;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
100.0;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.01;10.0;0.750347;0.013379;0.013379;0.750347;0.013379;0.717971;-0.012802;0.750141;0.012605;1.045094;0.718085125904304;1.01
