time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;9.090e-01;1.044e+00;7.500e-01;-4.000e-01;1.000e+01;8.164e-01;4.046e-01;9.090e-01;5.000e+01;5.000e+01
19.990000000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;9.090e-01;1.044e+00;7.500e-01;-4.000e-01;1.000e+01;8.164e-01;4.046e-01;9.090e-01;5.000e+01;5.000e+01
19.990004000;1.044e+00;8.334e-01;-4.445e-01;7.979e-01;-4.255e-01;9.091e-01;1.044e+00;7.500e-01;-4.000e-01;1.000e+01;8.164e-01;4.046e-01;9.090e-01;5.000e+01;5.000e+01
19.990124000;1.046e+00;8.346e-01;-4.451e-01;7.979e-01;-4.255e-01;9.104e-01;1.046e+00;7.511e-01;-4.006e-01;1.000e+01;8.164e-01;4.046e-01;9.090e-01;5.000e+01;5.000e+01
19.990252000;1.048e+00;8.359e-01;-4.458e-01;7.979e-01;-4.255e-01;9.118e-01;1.048e+00;7.523e-01;-4.012e-01;1.000e+01;8.164e-01;4.046e-01;9.090e-01;4.999e+01;4.999e+01
19.990380000;1.049e+00;8.372e-01;-4.465e-01;7.979e-01;-4.255e-01;9.133e-01;1.049e+00;7.535e-01;-4.018e-01;1.000e+01;8.164e-01;4.046e-01;9.090e-01;4.999e+01;4.999e+01
19.990636000;1.053e+00;8.398e-01;-4.478e-01;7.979e-01;-4.255e-01;9.161e-01;1.053e+00;7.558e-01;-4.030e-01;1.000e+01;8.164e-01;4.046e-01;9.090e-01;4.998e+01;4.998e+01
19.991107000;1.059e+00;8.447e-01;-4.502e-01;7.979e-01;-4.253e-01;9.214e-01;1.059e+00;7.602e-01;-4.052e-01;1.000e+01;8.164e-01;4.045e-01;9.090e-01;4.998e+01;4.998e+01
19.991363000;1.062e+00;8.473e-01;-4.515e-01;7.979e-01;-4.252e-01;9.243e-01;1.062e+00;7.625e-01;-4.064e-01;1.000e+01;8.164e-01;4.044e-01;9.090e-01;4.997e+01;4.997e+01
19.992131000;1.072e+00;8.551e-01;-4.553e-01;7.979e-01;-4.248e-01;9.330e-01;1.072e+00;7.696e-01;-4.098e-01;1.000e+01;8.164e-01;4.041e-01;9.090e-01;4.997e+01;4.997e+01
19.992899000;1.081e+00;8.629e-01;-4.590e-01;7.979e-01;-4.244e-01;9.418e-01;1.081e+00;7.766e-01;-4.131e-01;1.000e+01;8.163e-01;4.038e-01;9.090e-01;4.997e+01;4.997e+01
19.993155000;1.085e+00;8.655e-01;-4.602e-01;7.979e-01;-4.242e-01;9.447e-01;1.085e+00;7.789e-01;-4.142e-01;1.000e+01;8.162e-01;4.037e-01;9.090e-01;4.996e+01;4.996e+01
19.993667000;1.091e+00;8.706e-01;-4.626e-01;7.978e-01;-4.239e-01;9.505e-01;1.091e+00;7.836e-01;-4.163e-01;1.000e+01;8.161e-01;4.035e-01;9.090e-01;4.996e+01;4.996e+01
19.994896000;1.107e+00;8.828e-01;-4.684e-01;7.975e-01;-4.231e-01;9.645e-01;1.107e+00;7.945e-01;-4.215e-01;1.000e+01;8.156e-01;4.029e-01;9.090e-01;4.996e+01;4.996e+01
19.995358000;1.113e+00;8.873e-01;-4.706e-01;7.973e-01;-4.228e-01;9.698e-01;1.113e+00;7.986e-01;-4.235e-01;1.000e+01;8.154e-01;4.027e-01;9.090e-01;4.996e+01;4.996e+01
19.995382000;1.113e+00;8.875e-01;-4.707e-01;7.973e-01;-4.228e-01;9.700e-01;1.113e+00;7.988e-01;-4.236e-01;1.000e+01;8.154e-01;4.027e-01;9.090e-01;4.996e+01;4.996e+01
19.995478000;1.114e+00;8.885e-01;-4.711e-01;7.972e-01;-4.227e-01;9.711e-01;1.114e+00;7.996e-01;-4.240e-01;1.000e+01;8.153e-01;4.027e-01;9.090e-01;4.996e+01;4.996e+01
19.996886000;1.132e+00;9.018e-01;-4.778e-01;7.964e-01;-4.220e-01;9.872e-01;1.132e+00;8.117e-01;-4.301e-01;1.000e+01;8.143e-01;4.021e-01;9.090e-01;4.996e+01;4.996e+01
19.997398000;1.139e+00;9.066e-01;-4.803e-01;7.960e-01;-4.217e-01;9.930e-01;1.139e+00;8.159e-01;-4.323e-01;1.000e+01;8.139e-01;4.020e-01;9.090e-01;4.996e+01;4.996e+01
19.998422000;1.152e+00;9.159e-01;-4.854e-01;7.950e-01;-4.213e-01;1.005e+00;1.152e+00;8.243e-01;-4.368e-01;1.000e+01;8.128e-01;4.018e-01;9.090e-01;4.996e+01;4.996e+01
19.998934000;1.159e+00;9.204e-01;-4.879e-01;7.944e-01;-4.211e-01;1.010e+00;1.159e+00;8.284e-01;-4.391e-01;1.000e+01;8.122e-01;4.017e-01;9.090e-01;4.996e+01;4.996e+01
19.999958000;1.172e+00;9.293e-01;-4.932e-01;7.931e-01;-4.209e-01;1.022e+00;1.172e+00;8.364e-01;-4.439e-01;1.000e+01;8.108e-01;4.017e-01;9.090e-01;4.996e+01;4.996e+01
19.999996000;1.172e+00;9.294e-01;-4.933e-01;7.931e-01;-4.209e-01;1.022e+00;1.172e+00;8.364e-01;-4.439e-01;1.000e+01;8.107e-01;4.017e-01;9.090e-01;4.997e+01;4.997e+01
19.999996000;1.172e+00;9.296e-01;-4.934e-01;7.931e-01;-4.209e-01;1.022e+00;1.172e+00;8.366e-01;-4.440e-01;1.000e+01;8.107e-01;4.017e-01;9.090e-01;4.996e+01;4.996e+01
20.000000000;1.172e+00;9.296e-01;-4.934e-01;7.931e-01;-4.209e-01;1.022e+00;1.172e+00;8.367e-01;-4.441e-01;1.000e+01;8.107e-01;4.017e-01;9.090e-01;4.996e+01;4.996e+01
20.000060000;1.173e+00;9.301e-01;-4.937e-01;7.930e-01;-4.209e-01;1.023e+00;1.173e+00;8.371e-01;-4.443e-01;1.000e+01;8.106e-01;4.017e-01;9.090e-01;4.996e+01;4.996e+01
20.000252000;1.175e+00;9.318e-01;-4.947e-01;7.927e-01;-4.209e-01;1.025e+00;1.175e+00;8.386e-01;-4.452e-01;1.000e+01;8.103e-01;4.017e-01;9.090e-01;4.996e+01;4.996e+01
20.001020000;1.185e+00;9.381e-01;-4.988e-01;7.915e-01;-4.208e-01;1.034e+00;1.185e+00;8.443e-01;-4.489e-01;1.000e+01;8.091e-01;4.019e-01;9.090e-01;4.996e+01;4.996e+01
20.001532000;1.192e+00;9.423e-01;-5.016e-01;7.906e-01;-4.209e-01;1.039e+00;1.192e+00;8.481e-01;-4.514e-01;1.000e+01;8.082e-01;4.020e-01;9.090e-01;4.997e+01;4.997e+01
20.003076000;1.212e+00;9.543e-01;-5.102e-01;7.877e-01;-4.212e-01;1.057e+00;1.212e+00;8.589e-01;-4.592e-01;1.000e+01;8.051e-01;4.026e-01;9.090e-01;4.997e+01;4.997e+01
20.003100000;1.212e+00;9.545e-01;-5.104e-01;7.877e-01;-4.212e-01;1.057e+00;1.212e+00;8.590e-01;-4.593e-01;1.000e+01;8.050e-01;4.026e-01;9.090e-01;4.997e+01;4.997e+01
20.004604000;1.231e+00;9.655e-01;-5.197e-01;7.843e-01;-4.221e-01;1.073e+00;1.231e+00;8.689e-01;-4.677e-01;1.000e+01;8.016e-01;4.039e-01;9.090e-01;4.997e+01;4.997e+01
20.005116000;1.238e+00;9.690e-01;-5.231e-01;7.830e-01;-4.227e-01;1.079e+00;1.238e+00;8.721e-01;-4.708e-01;1.000e+01;8.003e-01;4.046e-01;9.090e-01;4.997e+01;4.997e+01
20.005628000;1.244e+00;9.725e-01;-5.267e-01;7.817e-01;-4.234e-01;1.084e+00;1.244e+00;8.753e-01;-4.740e-01;1.000e+01;7.989e-01;4.053e-01;9.090e-01;4.997e+01;4.997e+01
20.006140000;1.251e+00;9.759e-01;-5.305e-01;7.803e-01;-4.241e-01;1.090e+00;1.251e+00;8.783e-01;-4.774e-01;1.000e+01;7.975e-01;4.062e-01;9.090e-01;4.997e+01;4.997e+01
20.007676000;1.270e+00;9.856e-01;-5.426e-01;7.759e-01;-4.271e-01;1.105e+00;1.270e+00;8.871e-01;-4.883e-01;1.000e+01;7.930e-01;4.096e-01;9.090e-01;4.997e+01;4.997e+01
20.009968000;1.300e+00;9.987e-01;-5.632e-01;7.685e-01;-4.334e-01;1.128e+00;1.300e+00;8.989e-01;-5.069e-01;1.000e+01;7.855e-01;4.163e-01;9.090e-01;4.997e+01;4.997e+01
20.009996000;1.300e+00;9.987e-01;-5.634e-01;7.684e-01;-4.334e-01;1.129e+00;1.300e+00;8.989e-01;-5.070e-01;1.000e+01;7.854e-01;4.164e-01;9.090e-01;4.997e+01;4.997e+01
20.009996000;1.300e+00;9.989e-01;-5.635e-01;7.684e-01;-4.334e-01;1.129e+00;1.300e+00;8.990e-01;-5.071e-01;1.000e+01;7.854e-01;4.164e-01;9.090e-01;4.997e+01;4.997e+01
20.010004000;1.300e+00;9.989e-01;-5.635e-01;7.684e-01;-4.335e-01;1.129e+00;1.300e+00;8.990e-01;-5.072e-01;1.000e+01;7.853e-01;4.164e-01;9.090e-01;4.997e+01;4.997e+01
20.010012000;1.300e+00;9.988e-01;-5.635e-01;7.683e-01;-4.335e-01;1.129e+00;1.300e+00;8.990e-01;-5.072e-01;1.000e+01;7.853e-01;4.164e-01;9.090e-01;4.997e+01;4.997e+01
20.010060000;1.300e+00;9.986e-01;-5.637e-01;7.682e-01;-4.336e-01;1.129e+00;1.300e+00;8.988e-01;-5.074e-01;1.000e+01;7.852e-01;4.166e-01;9.090e-01;4.997e+01;4.997e+01
20.010124000;1.300e+00;9.983e-01;-5.640e-01;7.680e-01;-4.339e-01;1.129e+00;1.300e+00;8.985e-01;-5.076e-01;1.000e+01;7.849e-01;4.168e-01;9.090e-01;4.997e+01;4.997e+01
20.010380000;1.300e+00;9.972e-01;-5.651e-01;7.671e-01;-4.347e-01;1.128e+00;1.300e+00;8.975e-01;-5.086e-01;1.000e+01;7.840e-01;4.177e-01;9.090e-01;4.997e+01;4.997e+01
20.010636000;1.300e+00;9.960e-01;-5.662e-01;7.662e-01;-4.356e-01;1.128e+00;1.300e+00;8.964e-01;-5.096e-01;1.000e+01;7.831e-01;4.186e-01;9.090e-01;4.998e+01;4.998e+01
20.011327000;1.300e+00;9.927e-01;-5.695e-01;7.636e-01;-4.381e-01;1.127e+00;1.300e+00;8.935e-01;-5.125e-01;1.000e+01;7.806e-01;4.212e-01;9.090e-01;4.998e+01;4.998e+01
20.011558000;1.300e+00;9.916e-01;-5.706e-01;7.628e-01;-4.389e-01;1.126e+00;1.300e+00;8.925e-01;-5.135e-01;1.000e+01;7.798e-01;4.221e-01;9.090e-01;4.999e+01;4.999e+01
20.020405000;1.300e+00;9.480e-01;-6.215e-01;7.292e-01;-4.781e-01;1.110e+00;1.300e+00;8.532e-01;-5.593e-01;1.000e+01;7.465e-01;4.622e-01;9.090e-01;4.999e+01;4.999e+01
20.020820000;1.300e+00;9.461e-01;-6.240e-01;7.278e-01;-4.800e-01;1.109e+00;1.300e+00;8.515e-01;-5.616e-01;1.000e+01;7.450e-01;4.642e-01;9.090e-01;4.999e+01;4.999e+01
20.022064000;1.300e+00;9.403e-01;-6.313e-01;7.233e-01;-4.856e-01;1.107e+00;1.300e+00;8.463e-01;-5.682e-01;1.000e+01;7.407e-01;4.699e-01;9.090e-01;4.999e+01;4.999e+01
20.022893000;1.300e+00;9.366e-01;-6.362e-01;7.205e-01;-4.894e-01;1.105e+00;1.300e+00;8.429e-01;-5.725e-01;1.000e+01;7.378e-01;4.737e-01;9.090e-01;4.999e+01;4.999e+01
20.025962000;1.300e+00;9.235e-01;-6.534e-01;7.104e-01;-5.027e-01;1.100e+00;1.300e+00;8.312e-01;-5.881e-01;1.000e+01;7.278e-01;4.873e-01;9.090e-01;4.999e+01;4.999e+01
20.026709000;1.300e+00;9.205e-01;-6.575e-01;7.081e-01;-5.058e-01;1.099e+00;1.300e+00;8.284e-01;-5.917e-01;1.000e+01;7.255e-01;4.905e-01;9.090e-01;4.999e+01;4.999e+01
20.028202000;1.300e+00;9.147e-01;-6.653e-01;7.036e-01;-5.118e-01;1.096e+00;1.300e+00;8.232e-01;-5.988e-01;1.000e+01;7.211e-01;4.967e-01;9.090e-01;4.999e+01;4.999e+01
20.029695000;1.300e+00;9.092e-01;-6.729e-01;6.994e-01;-5.176e-01;1.094e+00;1.300e+00;8.182e-01;-6.056e-01;1.000e+01;7.169e-01;5.026e-01;9.090e-01;4.999e+01;4.999e+01
20.030441000;1.300e+00;9.065e-01;-6.765e-01;6.973e-01;-5.204e-01;1.092e+00;1.300e+00;8.159e-01;-6.089e-01;1.000e+01;7.149e-01;5.054e-01;9.090e-01;4.999e+01;4.999e+01
20.031188000;1.300e+00;9.039e-01;-6.801e-01;6.953e-01;-5.231e-01;1.091e+00;1.300e+00;8.135e-01;-6.121e-01;1.000e+01;7.129e-01;5.082e-01;9.090e-01;4.999e+01;4.999e+01
20.032681000;1.300e+00;8.990e-01;-6.870e-01;6.915e-01;-5.284e-01;1.089e+00;1.300e+00;8.091e-01;-6.183e-01;1.000e+01;7.091e-01;5.136e-01;9.090e-01;4.999e+01;4.999e+01
20.034174000;1.300e+00;8.943e-01;-6.935e-01;6.879e-01;-5.335e-01;1.087e+00;1.300e+00;8.048e-01;-6.242e-01;1.000e+01;7.055e-01;5.187e-01;9.090e-01;4.999e+01;4.999e+01
20.034920000;1.300e+00;8.920e-01;-6.967e-01;6.862e-01;-5.359e-01;1.086e+00;1.300e+00;8.028e-01;-6.270e-01;1.000e+01;7.038e-01;5.212e-01;9.090e-01;4.999e+01;4.999e+01
20.035667000;1.300e+00;8.898e-01;-6.997e-01;6.845e-01;-5.382e-01;1.085e+00;1.300e+00;8.009e-01;-6.297e-01;1.000e+01;7.022e-01;5.236e-01;9.090e-01;4.999e+01;4.999e+01
