time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.032e+00;8.231e-01;-3.813e-02;7.973e-01;-3.693e-02;1.021e+00;1.044e+00;8.082e-01;2.161e-02;1.032e+00;7.408e-01;-3.431e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000001000;1.032e+00;8.231e-01;-3.813e-02;7.973e-01;-3.693e-02;1.021e+00;1.044e+00;8.082e-01;2.161e-02;1.032e+00;7.408e-01;-3.432e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000008000;1.032e+00;8.231e-01;-3.813e-02;7.973e-01;-3.693e-02;1.021e+00;1.044e+00;8.082e-01;2.161e-02;1.032e+00;7.408e-01;-3.432e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000012000;1.032e+00;8.231e-01;-3.813e-02;7.973e-01;-3.694e-02;1.021e+00;1.044e+00;8.082e-01;2.161e-02;1.032e+00;7.408e-01;-3.432e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000020000;1.032e+00;8.231e-01;-3.813e-02;7.973e-01;-3.694e-02;1.021e+00;1.044e+00;8.082e-01;2.160e-02;1.032e+00;7.408e-01;-3.432e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000028000;1.032e+00;8.231e-01;-3.814e-02;7.973e-01;-3.694e-02;1.021e+00;1.044e+00;8.082e-01;2.160e-02;1.032e+00;7.408e-01;-3.432e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000036000;1.032e+00;8.231e-01;-3.814e-02;7.973e-01;-3.694e-02;1.021e+00;1.044e+00;8.082e-01;2.160e-02;1.032e+00;7.408e-01;-3.433e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000044000;1.032e+00;8.231e-01;-3.814e-02;7.973e-01;-3.695e-02;1.021e+00;1.044e+00;8.082e-01;2.159e-02;1.032e+00;7.408e-01;-3.433e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000052000;1.032e+00;8.231e-01;-3.815e-02;7.973e-01;-3.695e-02;1.021e+00;1.044e+00;8.082e-01;2.159e-02;1.032e+00;7.408e-01;-3.433e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000068000;1.032e+00;8.231e-01;-3.815e-02;7.973e-01;-3.695e-02;1.021e+00;1.044e+00;8.082e-01;2.159e-02;1.032e+00;7.408e-01;-3.433e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000076000;1.032e+00;8.231e-01;-3.815e-02;7.973e-01;-3.695e-02;1.021e+00;1.044e+00;8.082e-01;2.159e-02;1.032e+00;7.408e-01;-3.434e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000084000;1.032e+00;8.231e-01;-3.816e-02;7.973e-01;-3.696e-02;1.021e+00;1.044e+00;8.082e-01;2.158e-02;1.032e+00;7.408e-01;-3.434e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000100000;1.032e+00;8.231e-01;-3.816e-02;7.973e-01;-3.696e-02;1.021e+00;1.044e+00;8.082e-01;2.158e-02;1.032e+00;7.408e-01;-3.434e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000108000;1.032e+00;8.231e-01;-3.816e-02;7.973e-01;-3.696e-02;1.021e+00;1.044e+00;8.082e-01;2.158e-02;1.032e+00;7.408e-01;-3.435e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000116000;1.032e+00;8.231e-01;-3.816e-02;7.973e-01;-3.697e-02;1.021e+00;1.044e+00;8.082e-01;2.157e-02;1.032e+00;7.408e-01;-3.435e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000124000;1.032e+00;8.231e-01;-3.817e-02;7.973e-01;-3.697e-02;1.021e+00;1.044e+00;8.082e-01;2.157e-02;1.032e+00;7.408e-01;-3.435e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000140000;1.032e+00;8.231e-01;-3.817e-02;7.973e-01;-3.697e-02;1.021e+00;1.044e+00;8.082e-01;2.157e-02;1.032e+00;7.408e-01;-3.435e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000148000;1.032e+00;8.231e-01;-3.817e-02;7.973e-01;-3.698e-02;1.021e+00;1.044e+00;8.082e-01;2.157e-02;1.032e+00;7.408e-01;-3.436e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000156000;1.032e+00;8.231e-01;-3.818e-02;7.973e-01;-3.698e-02;1.021e+00;1.044e+00;8.082e-01;2.156e-02;1.032e+00;7.408e-01;-3.436e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000180000;1.032e+00;8.231e-01;-3.818e-02;7.973e-01;-3.698e-02;1.021e+00;1.044e+00;8.082e-01;2.156e-02;1.032e+00;7.408e-01;-3.436e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000188000;1.032e+00;8.231e-01;-3.818e-02;7.973e-01;-3.699e-02;1.021e+00;1.044e+00;8.082e-01;2.156e-02;1.032e+00;7.408e-01;-3.437e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000196000;1.032e+00;8.231e-01;-3.819e-02;7.973e-01;-3.699e-02;1.021e+00;1.044e+00;8.082e-01;2.155e-02;1.032e+00;7.408e-01;-3.437e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000220000;1.032e+00;8.231e-01;-3.819e-02;7.973e-01;-3.699e-02;1.021e+00;1.044e+00;8.082e-01;2.155e-02;1.032e+00;7.408e-01;-3.437e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000234000;1.032e+00;8.231e-01;-3.820e-02;7.973e-01;-3.700e-02;1.021e+00;1.044e+00;8.082e-01;2.155e-02;1.032e+00;7.408e-01;-3.438e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
0.000249000;1.032e+00;8.231e-01;-3.820e-02;7.973e-01;-3.700e-02;1.021e+00;1.044e+00;8.082e-01;2.154e-02;1.032e+00;7.408e-01;-3.438e-02;1.000e+01;8.333e-01;2.154e-02;1.044e+00;5.000e+01;5.000e+01
